wallet_id,user_id,balance,currency,status,created_at,updated_at
W001707,U001707,28336.59,IDR,ACTIVE,2025-06-24 05:00:00,2026-05-31 05:00:00
W001708,U001708,80150.3,IDR,ACTIVE,2026-08-10 12:00:00,2026-08-23 00:00:00
W001709,U001709,113011.58,IDR,ACTIVE,2026-06-17 21:00:00,2026-08-23 00:00:00
W001710,U001710,21455.96,IDR,ACTIVE,2024-12-04 01:00:00,2025-09-15 01:00:00
W001711,U001711,87339.21,IDR,ACTIVE,2024-09-25 03:00:00,2025-04-01 03:00:00
W001712,U001712,49909.15,IDR,ACTIVE,2024-11-30 10:00:00,2025-10-04 10:00:00
W001713,U001713,22735.07,IDR,FROZEN,2024-10-14 09:00:00,2025-02-14 09:00:00
W001714,U001714,76749.76,IDR,ACTIVE,2025-07-05 10:00:00,2026-08-23 00:00:00
W001715,U001715,127068.73,IDR,ACTIVE,2024-11-28 14:00:00,2026-02-15 14:00:00
W001716,U001716,33252.71,IDR,ACTIVE,2024-06-24 15:00:00,2024-11-02 15:00:00
W001717,U001717,5753.26,IDR,ACTIVE,2024-06-20 20:00:00,2025-01-27 20:00:00
W001718,U001718,80795.13,IDR,ACTIVE,2025-07-17 08:00:00,2026-03-20 08:00:00
W001719,U001719,39893.59,IDR,ACTIVE,2024-03-05 23:00:00,2025-02-06 23:00:00
W001720,U001720,102455.09,IDR,ACTIVE,2024-06-29 06:00:00,2025-08-22 06:00:00
W001721,U001721,153924.09,IDR,ACTIVE,2026-07-21 20:00:00,2026-08-10 20:00:00
W001722,U001722,72777.49,IDR,ACTIVE,2024-12-18 07:00:00,2026-01-19 07:00:00
W001723,U001723,111839.25,IDR,ACTIVE,2025-10-26 22:00:00,2026-03-01 22:00:00
W001724,U001724,133912.59,IDR,ACTIVE,2024-01-20 18:00:00,2024-09-10 18:00:00
W001725,U001725,33035.14,IDR,ACTIVE,2026-03-23 15:00:00,2026-04-21 15:00:00
W001726,U001726,39239.2,IDR,ACTIVE,2025-09-05 11:00:00,2026-02-09 11:00:00
W001727,U001727,82888.51,IDR,ACTIVE,2025-07-20 03:00:00,2026-02-16 03:00:00
W001728,U001728,194709.34,IDR,ACTIVE,2024-11-09 08:00:00,2026-02-23 08:00:00
W001729,U001729,18431.57,IDR,ACTIVE,2024-12-28 08:00:00,2025-07-10 08:00:00
W001730,U001730,92304.71,IDR,ACTIVE,2025-03-10 13:00:00,2025-08-01 13:00:00
W001731,U001731,177101.36,IDR,ACTIVE,2025-07-08 20:00:00,2026-03-23 20:00:00
W001732,U001732,48441.42,IDR,ACTIVE,2024-06-18 05:00:00,2024-10-24 05:00:00
W001733,U001733,56619.21,IDR,ACTIVE,2026-02-13 09:00:00,2026-03-28 09:00:00
W001734,U001734,55348.74,IDR,ACTIVE,2024-06-05 17:00:00,2024-09-29 17:00:00
W001735,U001735,52384.83,IDR,ACTIVE,2026-02-12 16:00:00,2026-08-23 00:00:00
W001736,U001736,27537.55,IDR,ACTIVE,2025-08-17 02:00:00,2026-08-23 00:00:00
W001737,U001737,50289.73,IDR,ACTIVE,2024-05-29 14:00:00,2025-04-17 14:00:00
W001738,U001738,28355.34,IDR,ACTIVE,2026-02-03 08:00:00,2026-08-23 00:00:00
W001739,U001739,104259.55,IDR,ACTIVE,2025-04-03 21:00:00,2026-03-17 21:00:00
W001740,U001740,11802.68,IDR,ACTIVE,2026-02-24 15:00:00,2026-08-23 00:00:00
W001741,U001741,128430.39,IDR,FROZEN,2025-11-01 19:00:00,2026-08-23 00:00:00
W001742,U001742,150614.85,IDR,ACTIVE,2025-05-05 05:00:00,2026-06-08 05:00:00
W001743,U001743,67803.98,IDR,ACTIVE,2025-12-17 14:00:00,2026-08-23 00:00:00
W001744,U001744,295998.86,IDR,ACTIVE,2026-05-16 10:00:00,2026-08-23 00:00:00
W001745,U001745,86264.12,IDR,ACTIVE,2026-02-02 22:00:00,2026-08-23 00:00:00
W001746,U001746,76488.62,IDR,ACTIVE,2025-08-28 09:00:00,2026-08-23 00:00:00
W001747,U001747,11297.48,IDR,ACTIVE,2026-04-19 18:00:00,2026-08-23 00:00:00
W001748,U001748,161226.72,IDR,ACTIVE,2026-05-23 00:00:00,2026-08-23 00:00:00
W001749,U001749,24881.46,IDR,FROZEN,2024-03-29 09:00:00,2024-10-11 09:00:00
W001750,U001750,22360.56,IDR,ACTIVE,2026-07-08 17:00:00,2026-08-23 00:00:00
W001751,U001751,70539.21,IDR,ACTIVE,2025-07-02 07:00:00,2026-08-23 00:00:00
W001752,U001752,28490.92,IDR,ACTIVE,2024-02-15 04:00:00,2025-01-09 04:00:00
W001753,U001753,47825.78,IDR,ACTIVE,2025-07-25 09:00:00,2026-05-07 09:00:00
W001754,U001754,175434.53,IDR,ACTIVE,2025-10-29 16:00:00,2026-07-09 16:00:00
W001755,U001755,256632.75,IDR,ACTIVE,2024-03-30 00:00:00,2025-02-22 00:00:00
W001756,U001756,33255.7,IDR,ACTIVE,2024-12-31 07:00:00,2025-09-01 07:00:00
W001757,U001757,49683.43,IDR,ACTIVE,2024-05-12 21:00:00,2025-04-03 21:00:00
W001758,U001758,525020.64,IDR,ACTIVE,2024-09-22 15:00:00,2025-04-24 15:00:00
W001759,U001759,253810.55,IDR,ACTIVE,2024-02-29 18:00:00,2024-10-26 18:00:00
W001760,U001760,11244.06,IDR,CLOSED,2026-03-10 14:00:00,2026-08-23 00:00:00
W001761,U001761,136824.33,IDR,ACTIVE,2024-02-01 10:00:00,2024-06-07 10:00:00
W001762,U001762,28424.91,IDR,ACTIVE,2024-02-05 04:00:00,2024-08-02 04:00:00
W001763,U001763,33795.11,IDR,ACTIVE,2026-06-05 18:00:00,2026-07-26 18:00:00
W001764,U001764,135310.06,IDR,ACTIVE,2024-06-02 14:00:00,2024-08-03 14:00:00
W001765,U001765,10006.47,IDR,ACTIVE,2024-11-16 04:00:00,2026-01-23 04:00:00
W001766,U001766,163917.38,IDR,ACTIVE,2025-06-13 18:00:00,2026-01-27 18:00:00
W001767,U001767,213422.72,IDR,ACTIVE,2024-11-10 14:00:00,2025-06-20 14:00:00
W001768,U001768,43171.1,IDR,ACTIVE,2024-11-29 13:00:00,2025-07-04 13:00:00
W001769,U001769,261576.49,IDR,ACTIVE,2025-04-08 12:00:00,2026-04-28 12:00:00
W001770,U001770,90094.17,IDR,ACTIVE,2024-05-27 22:00:00,2025-04-04 22:00:00
W001771,U001771,19631.17,IDR,ACTIVE,2024-04-14 18:00:00,2024-06-14 18:00:00
W001772,U001772,64422.58,IDR,ACTIVE,2024-11-23 06:00:00,2026-02-23 06:00:00
W001773,U001773,31090.96,IDR,ACTIVE,2026-02-23 05:00:00,2026-08-23 00:00:00
W001774,U001774,72763.35,IDR,ACTIVE,2026-04-19 04:00:00,2026-08-23 00:00:00
W001775,U001775,18452.74,IDR,ACTIVE,2025-09-18 21:00:00,2026-08-16 21:00:00
W001776,U001776,285602.0,IDR,ACTIVE,2024-10-09 06:00:00,2024-12-05 06:00:00
W001777,U001777,102739.39,IDR,ACTIVE,2024-10-17 13:00:00,2026-01-02 13:00:00
W001778,U001778,38949.01,IDR,ACTIVE,2025-12-28 15:00:00,2026-08-23 00:00:00
W001779,U001779,74670.6,IDR,ACTIVE,2024-04-03 16:00:00,2025-05-14 16:00:00
W001780,U001780,57364.2,IDR,FROZEN,2025-12-20 13:00:00,2026-08-23 00:00:00
W001781,U001781,3143.51,IDR,ACTIVE,2025-04-12 10:00:00,2026-01-31 10:00:00
W001782,U001782,297966.1,IDR,ACTIVE,2025-05-10 00:00:00,2026-03-27 00:00:00
W001783,U001783,56287.28,IDR,ACTIVE,2025-10-03 20:00:00,2026-05-14 20:00:00
W001784,U001784,70504.22,IDR,ACTIVE,2025-01-03 06:00:00,2026-02-14 06:00:00
W001785,U001785,16202.19,IDR,ACTIVE,2024-08-22 18:00:00,2025-07-21 18:00:00
W001786,U001786,72118.68,IDR,ACTIVE,2025-04-29 13:00:00,2026-01-02 13:00:00
W001787,U001787,86757.12,IDR,ACTIVE,2025-11-08 21:00:00,2026-04-12 21:00:00
W001788,U001788,22218.17,IDR,ACTIVE,2024-09-05 14:00:00,2025-05-07 14:00:00
W001789,U001789,118012.95,IDR,ACTIVE,2025-02-06 03:00:00,2025-06-25 03:00:00
W001790,U001790,9183.23,IDR,ACTIVE,2026-01-24 11:00:00,2026-08-23 00:00:00
W001791,U001791,49374.72,IDR,ACTIVE,2024-05-11 14:00:00,2025-09-06 14:00:00
W001792,U001792,15685.34,IDR,ACTIVE,2024-05-20 04:00:00,2025-09-28 04:00:00
W001793,U001793,61874.5,IDR,FROZEN,2024-06-23 23:00:00,2024-07-02 23:00:00
W001794,U001794,40832.01,IDR,ACTIVE,2024-05-22 02:00:00,2024-11-22 02:00:00
W001795,U001795,93013.0,IDR,ACTIVE,2026-06-27 09:00:00,2026-08-23 00:00:00
W001796,U001796,55546.35,IDR,ACTIVE,2025-10-20 09:00:00,2025-11-07 09:00:00
W001797,U001797,90524.16,IDR,ACTIVE,2024-10-01 19:00:00,2025-09-20 19:00:00
W001798,U001798,63234.91,IDR,ACTIVE,2025-02-01 17:00:00,2025-07-15 17:00:00
W001799,U001799,172957.31,IDR,ACTIVE,2025-08-06 10:00:00,2025-10-12 10:00:00
W001800,U001800,147202.04,IDR,ACTIVE,2025-10-21 12:00:00,2026-08-23 00:00:00
W001801,U001801,29695.49,IDR,ACTIVE,2025-07-25 15:00:00,2025-12-04 15:00:00
W001802,U001802,158917.22,IDR,ACTIVE,2026-07-31 23:00:00,2026-08-23 00:00:00
W001803,U001803,86037.89,IDR,ACTIVE,2025-01-28 11:00:00,2025-07-19 11:00:00
W001804,U001804,191500.95,IDR,ACTIVE,2025-07-19 10:00:00,2026-07-17 10:00:00
W001805,U001805,22940.18,IDR,ACTIVE,2025-01-04 20:00:00,2025-09-03 20:00:00
W001806,U001806,18361.37,IDR,ACTIVE,2024-01-14 21:00:00,2024-08-10 21:00:00
W001807,U001807,18667.86,IDR,ACTIVE,2024-12-31 07:00:00,2026-02-27 07:00:00
W001808,U001808,260579.17,IDR,ACTIVE,2025-11-13 22:00:00,2026-04-01 22:00:00
W001809,U001809,195861.5,IDR,ACTIVE,2024-02-22 00:00:00,2025-02-18 00:00:00
W001810,U001810,147016.86,IDR,ACTIVE,2025-06-01 00:00:00,2026-03-17 00:00:00
W001811,U001811,16691.07,IDR,ACTIVE,2024-09-07 06:00:00,2025-10-11 06:00:00
W001812,U001812,148881.66,IDR,ACTIVE,2024-04-13 21:00:00,2024-11-29 21:00:00
W001813,U001813,17610.58,IDR,ACTIVE,2026-04-30 15:00:00,2026-08-23 00:00:00
W001814,U001814,5026.57,IDR,ACTIVE,2024-02-14 15:00:00,2024-04-20 15:00:00
W001815,U001815,40021.28,IDR,ACTIVE,2025-11-21 20:00:00,2026-08-23 00:00:00
W001816,U001816,50547.62,IDR,ACTIVE,2024-11-08 04:00:00,2025-07-09 04:00:00
W001817,U001817,225258.67,IDR,ACTIVE,2026-06-14 18:00:00,2026-08-23 00:00:00
W001818,U001818,22644.34,IDR,ACTIVE,2025-01-24 16:00:00,2026-04-19 16:00:00
W001819,U001819,578961.7,IDR,ACTIVE,2025-10-01 15:00:00,2025-10-31 15:00:00
W001820,U001820,72290.9,IDR,ACTIVE,2024-07-28 17:00:00,2025-05-21 17:00:00
W001821,U001821,53745.56,IDR,ACTIVE,2025-05-24 05:00:00,2026-06-04 05:00:00
W001822,U001822,53477.64,IDR,ACTIVE,2024-05-13 13:00:00,2025-07-05 13:00:00
W001823,U001823,18291.38,IDR,ACTIVE,2025-09-04 00:00:00,2026-01-02 00:00:00
W001824,U001824,43271.87,IDR,ACTIVE,2024-12-15 13:00:00,2026-02-03 13:00:00
W001825,U001825,77809.33,IDR,ACTIVE,2024-09-21 17:00:00,2024-10-06 17:00:00
W001826,U001826,152271.89,IDR,ACTIVE,2025-10-30 05:00:00,2026-08-23 00:00:00
W001827,U001827,41701.11,IDR,ACTIVE,2024-05-19 13:00:00,2025-05-02 13:00:00
W001828,U001828,71587.07,IDR,ACTIVE,2026-06-01 08:00:00,2026-08-23 00:00:00
W001829,U001829,128528.11,IDR,ACTIVE,2025-11-06 20:00:00,2026-08-23 00:00:00
W001830,U001830,40522.21,IDR,ACTIVE,2024-07-05 09:00:00,2024-10-13 09:00:00
W001831,U001831,163303.53,IDR,ACTIVE,2025-03-25 11:00:00,2025-04-17 11:00:00
W001832,U001832,103617.68,IDR,ACTIVE,2024-07-21 15:00:00,2025-05-25 15:00:00
W001833,U001833,136682.31,IDR,ACTIVE,2025-10-12 03:00:00,2026-05-21 03:00:00
W001834,U001834,10655.02,IDR,ACTIVE,2024-02-15 07:00:00,2024-10-16 07:00:00
W001835,U001835,45226.04,IDR,ACTIVE,2025-12-02 14:00:00,2026-08-23 00:00:00
W001836,U001836,32337.16,IDR,ACTIVE,2026-06-26 08:00:00,2026-08-23 00:00:00
W001837,U001837,8840.94,IDR,ACTIVE,2025-12-30 15:00:00,2026-02-22 15:00:00
W001838,U001838,354085.88,IDR,FROZEN,2025-08-19 09:00:00,2026-06-03 09:00:00
W001839,U001839,148276.51,IDR,ACTIVE,2025-02-02 18:00:00,2025-03-31 18:00:00
W001840,U001840,14018.95,IDR,ACTIVE,2024-04-02 06:00:00,2025-07-29 06:00:00
W001841,U001841,234581.97,IDR,ACTIVE,2026-01-03 13:00:00,2026-08-23 00:00:00
W001842,U001842,57153.93,IDR,ACTIVE,2026-07-19 00:00:00,2026-08-23 00:00:00
W001843,U001843,93906.48,IDR,ACTIVE,2025-01-31 15:00:00,2026-03-18 15:00:00
W001844,U001844,33203.85,IDR,ACTIVE,2025-07-30 10:00:00,2026-06-05 10:00:00
W001845,U001845,162028.37,IDR,ACTIVE,2025-02-08 11:00:00,2025-02-26 11:00:00
W001846,U001846,55190.38,IDR,ACTIVE,2025-05-07 12:00:00,2026-03-13 12:00:00
W001847,U001847,99368.22,IDR,ACTIVE,2024-06-30 11:00:00,2025-02-03 11:00:00
W001848,U001848,182034.84,IDR,ACTIVE,2026-02-16 15:00:00,2026-08-23 00:00:00
W001849,U001849,113763.73,IDR,ACTIVE,2025-10-30 15:00:00,2026-08-23 00:00:00
W001850,U001850,40819.09,IDR,ACTIVE,2025-02-15 04:00:00,2025-06-01 04:00:00
W001851,U001851,55476.89,IDR,ACTIVE,2024-09-13 15:00:00,2025-08-21 15:00:00
W001852,U001852,11366.42,IDR,CLOSED,2026-05-13 00:00:00,2026-08-23 00:00:00
W001853,U001853,141539.28,IDR,ACTIVE,2024-10-20 06:00:00,2025-02-07 06:00:00
W001854,U001854,3761.88,IDR,ACTIVE,2024-10-13 09:00:00,2025-12-09 09:00:00
W001855,U001855,46119.51,IDR,ACTIVE,2024-09-13 18:00:00,2024-09-22 18:00:00
W001856,U001856,60441.21,IDR,ACTIVE,2024-06-29 06:00:00,2025-10-26 06:00:00
W001857,U001857,81062.19,IDR,ACTIVE,2025-11-17 09:00:00,2026-03-15 09:00:00
W001858,U001858,33217.75,IDR,ACTIVE,2024-06-23 13:00:00,2025-04-12 13:00:00
W001859,U001859,54487.54,IDR,ACTIVE,2025-06-29 05:00:00,2026-07-22 05:00:00
W001860,U001860,71787.17,IDR,ACTIVE,2024-10-08 19:00:00,2025-03-01 19:00:00
W001861,U001861,70505.62,IDR,ACTIVE,2025-02-27 17:00:00,2025-02-28 17:00:00
W001862,U001862,68107.98,IDR,ACTIVE,2024-10-07 22:00:00,2025-04-19 22:00:00
W001863,U001863,42038.76,IDR,ACTIVE,2024-05-28 18:00:00,2025-04-20 18:00:00
W001864,U001864,75156.35,IDR,ACTIVE,2025-03-18 19:00:00,2026-01-25 19:00:00
W001865,U001865,219103.07,IDR,ACTIVE,2025-08-03 03:00:00,2026-06-29 03:00:00
W001866,U001866,55305.29,IDR,ACTIVE,2024-08-28 05:00:00,2025-06-17 05:00:00
W001867,U001867,74195.83,IDR,ACTIVE,2026-01-16 13:00:00,2026-08-23 00:00:00
W001868,U001868,54372.59,IDR,ACTIVE,2024-01-11 01:00:00,2024-05-16 01:00:00
W001869,U001869,206358.41,IDR,ACTIVE,2025-12-04 03:00:00,2026-08-23 00:00:00
W001870,U001870,46271.22,IDR,ACTIVE,2024-03-16 17:00:00,2024-11-07 17:00:00
W001871,U001871,25350.16,IDR,FROZEN,2024-04-21 03:00:00,2024-09-02 03:00:00
W001872,U001872,118110.18,IDR,ACTIVE,2025-09-12 11:00:00,2026-07-11 11:00:00
W001873,U001873,44149.29,IDR,ACTIVE,2025-09-12 03:00:00,2026-08-23 00:00:00
W001874,U001874,111357.49,IDR,ACTIVE,2024-09-10 20:00:00,2024-11-23 20:00:00
W001875,U001875,37812.49,IDR,ACTIVE,2024-07-06 06:00:00,2025-09-02 06:00:00
W001876,U001876,20676.26,IDR,ACTIVE,2025-04-26 18:00:00,2026-06-16 18:00:00
W001877,U001877,57068.88,IDR,ACTIVE,2024-05-31 01:00:00,2024-12-05 01:00:00
W001878,U001878,15255.17,IDR,ACTIVE,2024-11-08 12:00:00,2025-06-17 12:00:00
W001879,U001879,79294.85,IDR,ACTIVE,2026-01-12 13:00:00,2026-08-23 00:00:00
W001880,U001880,134455.51,IDR,ACTIVE,2025-10-20 08:00:00,2026-01-06 08:00:00
W001881,U001881,388535.06,IDR,ACTIVE,2024-10-16 18:00:00,2026-02-13 18:00:00
W001882,U001882,36344.49,IDR,ACTIVE,2026-03-09 06:00:00,2026-08-23 00:00:00
W001883,U001883,29188.09,IDR,ACTIVE,2025-12-30 06:00:00,2026-08-23 00:00:00
W001884,U001884,131067.23,IDR,ACTIVE,2025-04-12 11:00:00,2026-07-06 11:00:00
W001885,U001885,121572.52,IDR,ACTIVE,2026-03-25 23:00:00,2026-08-23 00:00:00
W001886,U001886,130050.13,IDR,ACTIVE,2024-03-16 05:00:00,2024-12-12 05:00:00
W001887,U001887,396044.74,IDR,ACTIVE,2026-03-10 09:00:00,2026-08-23 00:00:00
W001888,U001888,60558.79,IDR,ACTIVE,2025-12-22 15:00:00,2026-08-23 00:00:00
W001889,U001889,506521.03,IDR,ACTIVE,2026-06-29 07:00:00,2026-08-23 00:00:00
W001890,U001890,42764.14,IDR,ACTIVE,2025-12-22 17:00:00,2026-08-23 00:00:00
W001891,U001891,31416.99,IDR,ACTIVE,2025-10-09 01:00:00,2026-08-23 00:00:00
W001892,U001892,28870.14,IDR,ACTIVE,2025-12-07 00:00:00,2026-08-23 00:00:00
W001893,U001893,27301.09,IDR,ACTIVE,2024-10-19 05:00:00,2026-01-09 05:00:00
W001894,U001894,420400.5,IDR,ACTIVE,2026-07-28 15:00:00,2026-08-23 00:00:00
W001895,U001895,194309.74,IDR,CLOSED,2026-04-10 21:00:00,2026-08-23 00:00:00
W001896,U001896,374795.03,IDR,ACTIVE,2024-06-30 14:00:00,2025-04-20 14:00:00
W001897,U001897,10184.04,IDR,ACTIVE,2025-12-15 02:00:00,2026-07-08 02:00:00
W001898,U001898,17502.81,IDR,ACTIVE,2026-01-26 11:00:00,2026-02-18 11:00:00
W001899,U001899,44330.61,IDR,ACTIVE,2025-04-16 11:00:00,2025-07-26 11:00:00
W001900,U001900,38293.0,IDR,FROZEN,2024-01-22 13:00:00,2024-09-05 13:00:00
W001901,U001901,74556.23,IDR,ACTIVE,2024-10-21 19:00:00,2025-01-03 19:00:00
W001902,U001902,62025.16,IDR,ACTIVE,2026-01-18 20:00:00,2026-08-23 00:00:00
W001903,U001903,22184.1,IDR,ACTIVE,2025-11-08 21:00:00,2026-08-23 00:00:00
W001904,U001904,34570.68,IDR,FROZEN,2025-04-14 16:00:00,2025-08-17 16:00:00
W001905,U001905,46766.41,IDR,ACTIVE,2026-01-08 14:00:00,2026-03-22 14:00:00
W001906,U001906,19347.77,IDR,ACTIVE,2024-09-16 17:00:00,2025-09-18 17:00:00
W001907,U001907,52795.47,IDR,ACTIVE,2026-01-24 22:00:00,2026-08-23 00:00:00
W001908,U001908,20473.95,IDR,ACTIVE,2026-06-30 07:00:00,2026-08-23 00:00:00
W001909,U001909,51354.06,IDR,CLOSED,2026-06-05 21:00:00,2026-08-23 00:00:00
W001910,U001910,25173.63,IDR,ACTIVE,2024-01-15 08:00:00,2025-03-30 08:00:00
W001911,U001911,148269.12,IDR,ACTIVE,2026-01-29 02:00:00,2026-08-23 00:00:00
W001912,U001912,89845.81,IDR,ACTIVE,2026-07-07 16:00:00,2026-08-23 00:00:00
W001913,U001913,87598.6,IDR,ACTIVE,2024-04-05 14:00:00,2024-06-28 14:00:00
W001914,U001914,119455.7,IDR,ACTIVE,2026-06-16 15:00:00,2026-08-23 00:00:00
W001915,U001915,94810.68,IDR,ACTIVE,2026-01-06 15:00:00,2026-08-23 00:00:00
W001916,U001916,149284.21,IDR,ACTIVE,2025-06-24 12:00:00,2026-08-23 00:00:00
W001917,U001917,68429.92,IDR,ACTIVE,2025-03-25 02:00:00,2025-04-20 02:00:00
W001918,U001918,117672.95,IDR,ACTIVE,2025-06-19 00:00:00,2026-01-31 00:00:00
W001919,U001919,84911.39,IDR,ACTIVE,2024-12-08 22:00:00,2026-02-27 22:00:00
W001920,U001920,84296.83,IDR,ACTIVE,2025-12-28 19:00:00,2026-07-09 19:00:00
W001921,U001921,14400.65,IDR,ACTIVE,2025-07-15 12:00:00,2025-12-22 12:00:00
W001922,U001922,22596.44,IDR,ACTIVE,2024-11-17 23:00:00,2025-04-10 23:00:00
W001923,U001923,75325.4,IDR,ACTIVE,2024-07-19 23:00:00,2024-12-28 23:00:00
W001924,U001924,29016.98,IDR,ACTIVE,2026-07-30 07:00:00,2026-08-23 00:00:00
W001925,U001925,55363.13,IDR,ACTIVE,2026-02-07 16:00:00,2026-03-04 16:00:00
W001926,U001926,35758.05,IDR,ACTIVE,2026-05-15 00:00:00,2026-08-23 00:00:00
W001927,U001927,37043.11,IDR,ACTIVE,2025-07-08 08:00:00,2025-08-16 08:00:00
W001928,U001928,61706.26,IDR,ACTIVE,2026-02-23 00:00:00,2026-08-23 00:00:00
W001929,U001929,45562.84,IDR,ACTIVE,2024-06-26 18:00:00,2024-07-31 18:00:00
W001930,U001930,229643.77,IDR,ACTIVE,2026-05-23 19:00:00,2026-08-23 00:00:00
W001931,U001931,15658.05,IDR,ACTIVE,2025-06-13 07:00:00,2026-07-20 07:00:00
W001932,U001932,102590.76,IDR,ACTIVE,2026-05-17 07:00:00,2026-08-23 00:00:00
W001933,U001933,124794.77,IDR,FROZEN,2025-11-11 05:00:00,2026-06-15 05:00:00
W001934,U001934,248307.45,IDR,ACTIVE,2024-06-14 14:00:00,2025-03-11 14:00:00
W001935,U001935,63157.33,IDR,ACTIVE,2024-06-12 09:00:00,2025-04-25 09:00:00
W001936,U001936,112207.26,IDR,ACTIVE,2025-11-17 07:00:00,2026-08-23 00:00:00
W001937,U001937,226281.31,IDR,ACTIVE,2025-07-20 10:00:00,2025-08-04 10:00:00
W001938,U001938,33209.01,IDR,ACTIVE,2025-11-13 18:00:00,2026-02-28 18:00:00
W001939,U001939,25299.92,IDR,CLOSED,2025-01-17 06:00:00,2026-04-24 06:00:00
W001940,U001940,66005.21,IDR,ACTIVE,2026-02-23 21:00:00,2026-04-04 21:00:00
W001941,U001941,47731.07,IDR,ACTIVE,2025-08-01 03:00:00,2026-08-04 03:00:00
W001942,U001942,114593.66,IDR,ACTIVE,2024-08-24 16:00:00,2025-01-25 16:00:00
W001943,U001943,16486.94,IDR,ACTIVE,2024-08-03 12:00:00,2025-03-17 12:00:00
W001944,U001944,209763.25,IDR,ACTIVE,2025-09-27 02:00:00,2026-08-23 00:00:00
W001945,U001945,75953.39,IDR,ACTIVE,2025-07-15 15:00:00,2025-08-13 15:00:00
W001946,U001946,46415.65,IDR,ACTIVE,2024-08-16 01:00:00,2025-08-21 01:00:00
W001947,U001947,59375.63,IDR,ACTIVE,2024-04-20 22:00:00,2024-05-23 22:00:00
W001948,U001948,158869.26,IDR,FROZEN,2025-09-17 22:00:00,2026-05-11 22:00:00
W001949,U001949,96649.62,IDR,ACTIVE,2025-09-03 18:00:00,2025-12-09 18:00:00
W001950,U001950,58266.69,IDR,ACTIVE,2026-06-11 14:00:00,2026-08-23 00:00:00
W001951,U001951,48865.72,IDR,ACTIVE,2026-05-11 00:00:00,2026-08-23 00:00:00
W001952,U001952,50988.06,IDR,ACTIVE,2025-06-19 07:00:00,2025-06-22 07:00:00
W001953,U001953,109659.24,IDR,ACTIVE,2025-11-24 03:00:00,2026-08-23 00:00:00
W001954,U001954,45239.11,IDR,ACTIVE,2025-11-19 14:00:00,2026-03-08 14:00:00
W001955,U001955,101231.91,IDR,ACTIVE,2024-11-03 06:00:00,2025-03-03 06:00:00
W001956,U001956,5494.31,IDR,FROZEN,2024-02-29 15:00:00,2025-04-19 15:00:00
W001957,U001957,25995.06,IDR,ACTIVE,2024-07-16 21:00:00,2024-08-07 21:00:00
W001958,U001958,29999.79,IDR,ACTIVE,2024-05-24 00:00:00,2024-07-13 00:00:00
W001959,U001959,57633.85,IDR,ACTIVE,2024-02-15 09:00:00,2024-11-30 09:00:00
W001960,U001960,48507.08,IDR,ACTIVE,2025-10-18 13:00:00,2026-01-06 13:00:00
W001961,U001961,31603.24,IDR,ACTIVE,2025-07-04 17:00:00,2026-05-15 17:00:00
W001962,U001962,20327.56,IDR,ACTIVE,2025-11-28 05:00:00,2026-08-23 00:00:00
W001963,U001963,27705.38,IDR,ACTIVE,2025-06-12 21:00:00,2026-08-23 00:00:00
W001964,U001964,273933.35,IDR,ACTIVE,2026-05-29 00:00:00,2026-05-29 00:00:00
W001965,U001965,31504.1,IDR,ACTIVE,2025-03-19 02:00:00,2025-07-03 02:00:00
W001966,U001966,7890.56,IDR,ACTIVE,2025-05-26 12:00:00,2025-11-13 12:00:00
W001967,U001967,61969.26,IDR,ACTIVE,2024-06-02 22:00:00,2025-04-01 22:00:00
W001968,U001968,31500.78,IDR,ACTIVE,2024-04-07 12:00:00,2024-05-04 12:00:00
W001969,U001969,44251.76,IDR,ACTIVE,2025-11-24 20:00:00,2026-05-03 20:00:00
W001970,U001970,138917.05,IDR,ACTIVE,2025-09-17 08:00:00,2026-01-22 08:00:00
W001971,U001971,47483.21,IDR,ACTIVE,2024-08-13 17:00:00,2025-08-17 17:00:00
W001972,U001972,42530.75,IDR,ACTIVE,2025-12-12 08:00:00,2026-08-23 00:00:00
W001973,U001973,2162.21,IDR,FROZEN,2024-02-21 02:00:00,2024-03-24 02:00:00
W001974,U001974,33182.5,IDR,ACTIVE,2025-07-29 22:00:00,2026-08-23 00:00:00
W001975,U001975,45767.16,IDR,ACTIVE,2024-07-06 01:00:00,2025-11-07 01:00:00
W001976,U001976,84768.01,IDR,ACTIVE,2024-08-27 10:00:00,2024-09-22 10:00:00
W001977,U001977,11164.53,IDR,ACTIVE,2025-08-04 10:00:00,2026-08-21 10:00:00
W001978,U001978,17884.62,IDR,ACTIVE,2024-02-13 02:00:00,2025-02-09 02:00:00
W001979,U001979,86786.54,IDR,ACTIVE,2026-07-04 18:00:00,2026-08-23 00:00:00
W001980,U001980,60975.72,IDR,ACTIVE,2025-03-17 19:00:00,2026-07-25 19:00:00
W001981,U001981,34752.84,IDR,ACTIVE,2024-01-06 13:00:00,2024-02-04 13:00:00
W001982,U001982,91800.78,IDR,ACTIVE,2025-10-10 15:00:00,2026-05-05 15:00:00
W001983,U001983,40598.77,IDR,ACTIVE,2024-07-27 06:00:00,2025-09-09 06:00:00
W001984,U001984,136701.78,IDR,ACTIVE,2025-12-19 08:00:00,2026-08-23 00:00:00
W001985,U001985,33470.48,IDR,ACTIVE,2024-08-20 15:00:00,2025-06-26 15:00:00
