transaction_id,wallet_id,user_id,merchant_id,counterparty_user_id,transaction_type_id,payment_method_id,transaction_status_id,amount,transaction_timestamp,channel,reference_number,created_at
TX026830,W006495,U006495,,,4,1,1,200000.0,2026-07-11 11:26:46,BANK,REF-FA1EF09A509B4D1F,2026-07-11 11:26:46
TX026831,W008047,U008047,,,3,4,2,100000.0,2025-07-27 23:06:36,BANK,REF-014B740E72C44FF6,2025-07-27 23:06:36
TX026832,W006232,U006232,M000141,,5,1,1,631487.35,2025-12-10 22:25:52,WEB,REF-AB6BED0E9CE64CC4,2025-12-10 22:25:52
TX026833,W007322,U007322,,U001680,2,1,1,216847.61,2026-08-04 13:10:21,QRIS,REF-533FC4EB57264964,2026-08-04 13:10:21
TX026834,W007704,U007704,M000163,,1,6,1,266636.18,2025-03-11 13:05:34,MOBILE_APP,REF-805E51D009AC455D,2025-03-11 13:05:34
TX026835,W008841,U008841,M000323,,1,2,1,157836.16,2026-05-13 20:55:11,MOBILE_APP,REF-7656DE30515A406A,2026-05-13 20:55:11
TX026836,W005194,U005194,M000699,,1,1,1,5378556.82,2026-06-15 14:29:28,MOBILE_APP,REF-DEBCEB2F5F1045F1,2026-06-15 14:29:28
TX026837,W001698,U001698,,,3,3,1,20000.0,2024-11-27 16:20:44,MOBILE_APP,REF-BEF5AF2DE1104F74,2024-11-27 16:20:44
TX026838,W005695,U005695,,,4,1,5,50000.0,2026-07-11 12:20:43,BANK,REF-8D7F3A86823F465F,2026-07-11 12:20:43
TX026839,W009958,U009958,M000765,,1,5,1,2000000.0,2026-06-03 18:55:52,QRIS,REF-CCDBE5B698944ACB,2026-06-03 18:55:52
TX026840,W007722,U007722,,U003147,2,1,1,120026.25,2024-09-28 10:42:43,MOBILE_APP,REF-7F1B76E89BA14DBA,2024-09-28 10:42:43
TX026841,W004078,U004078,,U003180,2,1,1,133339.1,2025-10-05 10:21:20,MOBILE_APP,REF-D9AE6F296CCB452B,2025-10-05 10:21:20
TX026842,W005749,U005749,M000298,,6,1,1,189994.18,2025-01-04 00:30:47,ATM,REF-9EEC0F83BCAA4DCF,2025-01-04 00:30:47
TX026843,W001938,U001938,M000777,,6,1,2,1906775.43,2026-04-23 18:14:48,MOBILE_APP,REF-0821E12C81954765,2026-04-23 18:14:48
TX026844,W004417,U004417,M000956,,1,6,1,3000000.0,2025-09-17 19:18:27,WEB,REF-CC5626B6BCD04C93,2025-09-17 19:18:27
TX026845,W003431,U003431,M000069,,5,1,1,971377.61,2026-05-31 06:18:05,WEB,REF-A5855D6CB27742A0,2026-05-31 06:18:05
TX026846,W008649,U008649,M000001,,1,4,1,267947.91,2025-09-21 18:33:31,QRIS,REF-FF9EFE3A5E054D76,2025-09-21 18:33:31
TX026847,W001701,U001701,M000214,,1,2,1,250000.0,2025-02-03 09:01:50,MOBILE_APP,REF-C239C0E0928F409B,2025-02-03 09:01:50
TX026848,W007706,U007706,M000375,,5,1,1,294945.32,2026-05-16 21:43:04,QRIS,REF-B480610D69824263,2026-05-16 21:43:04
TX026849,W003375,U003375,M000033,,1,1,1,1622060.9,2026-03-15 16:07:56,MOBILE_APP,REF-D34F2E24C2884A04,2026-03-15 16:07:56
TX026850,W000209,U000209,M000195,,1,6,1,682245.06,2026-08-16 09:31:14,MOBILE_APP,REF-C1BA101419C54837,2026-08-16 09:31:14
TX026851,W004260,U004260,,U000037,2,1,1,307570.48,2025-09-22 18:45:38,MOBILE_APP,REF-527E319AF0BE4114,2025-09-22 18:45:38
TX026852,W002695,U002695,,U009968,2,1,1,1789396.99,2026-04-07 23:21:52,MOBILE_APP,REF-D6C2EED197DB432F,2026-04-07 23:21:52
TX026853,W004039,U004039,,,3,3,1,20000.0,2026-08-14 10:17:39,BANK,REF-A754F8CE5C56494A,2026-08-14 10:17:39
TX026854,W003659,U003659,M000749,,1,1,1,15000000.0,2026-01-02 04:03:56,QRIS,REF-A811BBEA126E4849,2026-01-02 04:03:56
TX026855,W007496,U007496,M000527,,1,3,1,2505704.96,2024-09-07 20:09:59,QRIS,REF-DB378100D67744E1,2024-09-07 20:09:59
TX026856,W001826,U001826,,,3,3,1,100000.0,2025-11-24 19:52:45,MOBILE_APP,REF-514A0787F3FB4733,2025-11-24 19:52:45
TX026857,W003650,U003650,M000722,,1,2,1,1149750.01,2026-07-28 07:59:16,QRIS,REF-8EDF62FC8C6043C2,2026-07-28 07:59:16
TX026858,W002738,U002738,,U001648,2,1,1,358804.15,2026-03-20 17:23:47,MOBILE_APP,REF-DFDB6D1038A147D2,2026-03-20 17:23:47
TX026859,W009837,U009837,,U003538,2,1,1,872727.54,2026-01-26 15:23:50,MOBILE_APP,REF-688E6900C33045AB,2026-01-26 15:23:50
TX026860,W000170,U000170,M000879,,1,1,1,230448.59,2025-08-18 16:35:59,MOBILE_APP,REF-74169C2D3FE24A0E,2025-08-18 16:35:59
TX026861,W006231,U006231,M000693,,1,4,1,2633031.56,2025-11-22 09:03:19,MOBILE_APP,REF-7376C230FD244A83,2025-11-22 09:03:19
TX026862,W007190,U007190,,U003867,2,1,1,608941.36,2025-12-12 21:35:36,MOBILE_APP,REF-8267EE3CF18F4AE0,2025-12-12 21:35:36
TX026863,W006560,U006560,,,3,3,1,5000000.0,2025-12-14 18:09:37,BANK,REF-9F412D99A52F4EDD,2025-12-14 18:09:37
TX026864,W004302,U004302,,,4,6,1,100000.0,2026-04-28 15:50:33,BANK,REF-2BD06E6F1AD240D5,2026-04-28 15:50:33
TX026865,W001921,U001921,,U005028,2,1,2,1223383.88,2026-02-22 10:38:45,BANK,REF-EB9A7CEACDFA4A9C,2026-02-22 10:38:45
TX026866,W006366,U006366,,,3,5,1,20000.0,2024-03-02 07:42:53,MOBILE_APP,REF-58EC93866B054B98,2024-03-02 07:42:53
TX026867,W009991,U009991,,,3,3,1,20000.0,2026-06-15 18:55:52,MOBILE_APP,REF-2665CAA0718A4821,2026-06-15 18:55:52
TX026868,W004160,U004160,M000446,,1,4,1,3899228.79,2026-08-06 03:36:53,QRIS,REF-292E247F717D45C2,2026-08-06 03:36:53
TX026869,W009428,U009428,,U005123,2,1,1,396413.65,2026-06-14 19:53:42,MOBILE_APP,REF-1DFDE93686CA4767,2026-06-14 19:53:42
TX026870,W003778,U003778,,,3,3,1,200000.0,2026-06-19 19:36:55,MOBILE_APP,REF-161C32402ED94B09,2026-06-19 19:36:55
TX026871,W003366,U003366,,,3,3,1,2000000.0,2026-07-25 17:40:17,MOBILE_APP,REF-25851DFD983640EB,2026-07-25 17:40:17
TX026872,W006095,U006095,,,3,4,1,20000.0,2026-05-30 22:22:44,WEB,REF-55A6E4D0232F4632,2026-05-30 22:22:44
TX026873,W004621,U004621,M000121,,1,2,1,591151.27,2026-06-11 06:17:02,QRIS,REF-0C829DAE45184673,2026-06-11 06:17:02
TX026874,W006774,U006774,M000954,,5,1,1,800602.13,2026-01-04 21:24:27,QRIS,REF-A8666E2BDDBA4DDB,2026-01-04 21:24:27
TX026875,W000689,U000689,,,4,6,1,100000.0,2026-05-19 13:07:40,BANK,REF-83F0C55FFBB74E38,2026-05-19 13:07:40
TX026876,W007172,U007172,,,4,6,1,2000000.0,2026-03-27 11:35:46,BANK,REF-C2FB333B13E242F3,2026-03-27 11:35:46
TX026877,W001865,U001865,M000219,,1,6,1,318365.28,2025-12-04 08:14:49,MOBILE_APP,REF-7FD9353D21EE4305,2025-12-04 08:14:49
TX026878,W006989,U006989,,,4,6,1,200000.0,2026-07-19 17:23:16,BANK,REF-D71E9A7F7B204B80,2026-07-19 17:23:16
TX026879,W006792,U006792,,U006831,2,1,1,410455.69,2026-07-07 19:21:24,ATM,REF-6F0B0DB7EAC64EA1,2026-07-07 19:21:24
TX026880,W003752,U003752,,U008958,2,1,1,107904.36,2026-01-21 15:51:42,WEB,REF-EF1A7EFD1FFC4A59,2026-01-21 15:51:42
TX026881,W005511,U005511,,U005960,2,1,1,173526.04,2026-02-28 21:03:26,MOBILE_APP,REF-42D5B4165D8D4290,2026-02-28 21:03:26
TX026882,W003073,U003073,M000723,,1,2,1,149713.62,2026-05-12 13:10:47,QRIS,REF-67BB51B290FD4A69,2026-05-12 13:10:47
TX026883,W003148,U003148,,,3,6,1,200000.0,2025-08-11 15:36:04,MOBILE_APP,REF-A27D771E39DF42AA,2025-08-11 15:36:04
TX026884,W001432,U001432,M000021,,1,1,1,2214142.57,2026-08-16 17:57:01,MOBILE_APP,REF-458EB433FCAB417A,2026-08-16 17:57:01
TX026885,W002493,U002493,M000038,,5,1,1,476722.33,2026-05-11 19:43:41,WEB,REF-5BAF9F15A85D4F52,2026-05-11 19:43:41
TX026886,W004626,U004626,M000366,,1,6,1,5961335.34,2026-06-30 08:18:22,MOBILE_APP,REF-3ED03B9FA61B4DF0,2026-06-30 08:18:22
TX026887,W006290,U006290,,,3,6,1,2000000.0,2025-02-15 19:59:23,MOBILE_APP,REF-862639AC51F24398,2025-02-15 19:59:23
TX026888,W007975,U007975,M000033,,1,1,1,2000000.0,2026-07-02 05:45:28,QRIS,REF-C81638F80A4D4363,2026-07-02 05:45:28
TX026889,W004891,U004891,,,4,1,1,50000.0,2026-07-11 23:43:56,ATM,REF-C33F010D580D47E4,2026-07-11 23:43:56
TX026890,W007349,U007349,,U002439,2,1,1,391121.53,2025-12-31 08:26:08,BANK,REF-8DB3B32E9A9B46A2,2025-12-31 08:26:08
TX026891,W009118,U009118,,U001722,2,1,1,1243544.0,2026-02-25 20:00:05,QRIS,REF-63F4A47279E543AF,2026-02-25 20:00:05
TX026892,W005476,U005476,M000357,,1,6,1,486727.08,2026-08-08 20:10:44,WEB,REF-85B513BEF39E47E3,2026-08-08 20:10:44
TX026893,W007420,U007420,M000873,,6,6,1,1160050.76,2026-02-01 20:38:51,MOBILE_APP,REF-9E2F422C6BC34417,2026-02-01 20:38:51
TX026894,W003894,U003894,M000450,,5,1,1,673915.99,2026-08-10 12:45:42,BANK,REF-7F4270DBF3454150,2026-08-10 12:45:42
TX026895,W009447,U009447,,,3,3,1,100000.0,2026-01-25 20:45:25,BANK,REF-D0B4A3B06D364AAA,2026-01-25 20:45:25
TX026896,W003110,U003110,,,3,3,2,500000.0,2026-06-01 21:23:40,MOBILE_APP,REF-D065935638E64205,2026-06-01 21:23:40
TX026897,W009946,U009946,M000508,,1,4,1,290819.64,2025-07-29 16:26:01,QRIS,REF-9E2286BC69074F57,2025-07-29 16:26:01
TX026898,W000459,U000459,M000164,,1,2,2,5412976.54,2024-10-24 11:17:20,MOBILE_APP,REF-41266FA5FB0B4505,2024-10-24 11:17:20
TX026899,W002686,U002686,,U001462,2,1,1,650734.41,2025-10-07 20:28:32,BANK,REF-82FEA9DA309F4A42,2025-10-07 20:28:32
TX026900,W008626,U008626,,U006452,2,1,1,920652.33,2025-11-27 11:17:13,QRIS,REF-96C65F75D66C4BF0,2025-11-27 11:17:13
TX026901,W009765,U009765,,,4,6,1,2000000.0,2026-08-17 17:59:30,BANK,REF-91A42CA416474BE1,2026-08-17 17:59:30
TX026902,W009149,U009149,M000059,,1,1,1,6635010.68,2025-05-08 11:57:35,QRIS,REF-85331DC5A98B4082,2025-05-08 11:57:35
TX026903,W003838,U003838,M000273,,5,1,1,427571.56,2025-08-04 14:29:51,MOBILE_APP,REF-70D41EEBC9B54B5F,2025-08-04 14:29:51
TX026904,W002799,U002799,M000438,,6,1,1,306742.42,2025-10-17 07:26:20,WEB,REF-DCC9BD5B17BC4FA0,2025-10-17 07:26:20
TX026905,W004034,U004034,,U005603,2,1,1,465961.7,2025-10-19 21:48:37,MOBILE_APP,REF-D0EFB495B1644B2D,2025-10-19 21:48:37
TX026906,W004819,U004819,,,3,3,1,500000.0,2026-01-14 17:53:30,BANK,REF-EFD98044FA494A10,2026-01-14 17:53:30
TX026907,W009534,U009534,,,3,4,1,50000.0,2024-09-27 10:27:48,BANK,REF-CC6899E691B8468F,2024-09-27 10:27:48
TX026908,W006474,U006474,M000652,,6,1,1,362599.69,2026-05-20 18:59:50,MOBILE_APP,REF-ACB6D7DC0B864470,2026-05-20 18:59:50
TX026909,W004435,U004435,M000935,,6,1,1,856723.08,2025-09-25 17:40:18,QRIS,REF-DF3CA3BF8CD24ADD,2025-09-25 17:40:18
TX026910,W009430,U009430,M000499,,1,2,1,250000.0,2026-06-28 21:24:45,QRIS,REF-9A8FC93D2D8E46CE,2026-06-28 21:24:45
TX026911,W009064,U009064,M000528,,6,1,1,27885.73,2026-04-24 23:39:29,QRIS,REF-23765608DAA6407B,2026-04-24 23:39:29
TX026912,W009222,U009222,M000866,,1,2,1,98609.12,2025-08-30 17:11:31,QRIS,REF-483B856792E44574,2025-08-30 17:11:31
TX026913,W000335,U000335,,U007890,2,1,1,265819.92,2026-04-21 03:06:22,ATM,REF-E6ADCB877C6D4633,2026-04-21 03:06:22
TX026914,W006252,U006252,M000436,,6,6,2,481570.83,2026-08-17 11:21:25,ATM,REF-107D1E71D4294105,2026-08-17 11:21:25
TX026915,W006717,U006717,M000096,,1,2,1,855403.47,2025-12-18 14:42:36,MOBILE_APP,REF-6EDE0B58F8EB48CE,2025-12-18 14:42:36
TX026916,W003756,U003756,M000158,,1,1,1,256506.32,2026-07-31 08:46:43,QRIS,REF-48340E337CC94C24,2026-07-31 08:46:43
TX026917,W003413,U003413,M000786,,1,2,3,298793.24,2026-06-22 19:31:15,MOBILE_APP,REF-4B610F5931254C76,2026-06-22 19:31:15
TX026918,W000058,U000058,,U000863,2,1,1,295229.16,2025-10-31 06:49:34,QRIS,REF-71A51FCBF5C74259,2025-10-31 06:49:34
TX026919,W003474,U003474,M000972,,1,2,1,5286489.77,2024-10-29 17:25:46,MOBILE_APP,REF-C0259B916DCC4F71,2024-10-29 17:25:46
TX026920,W007180,U007180,,,3,6,1,5000000.0,2026-05-31 08:33:20,BANK,REF-1C7ED6BDADC845C8,2026-05-31 08:33:20
TX026921,W001710,U001710,M000078,,6,6,1,1033721.67,2024-12-30 15:17:50,QRIS,REF-50E5CF54BD76423F,2024-12-30 15:17:50
TX026922,W005039,U005039,M000864,,1,4,1,273711.35,2026-07-05 22:48:51,MOBILE_APP,REF-1A0C3DC221FD4845,2026-07-05 22:48:51
TX026923,W001965,U001965,M000066,,1,6,1,188701.6,2025-08-09 17:16:50,QRIS,REF-62D81EAE604F4C69,2025-08-09 17:16:50
TX026924,W008814,U008814,,,3,6,1,50000.0,2025-04-20 19:20:28,BANK,REF-82533C9D5DC34BF0,2025-04-20 19:20:28
TX026925,W001215,U001215,,,3,3,1,1000000.0,2026-08-21 21:49:55,BANK,REF-2EAF77793FC04981,2026-08-21 21:49:55
TX026926,W004277,U004277,,,3,3,1,2000000.0,2026-01-06 17:26:52,BANK,REF-2BC2996365654013,2026-01-06 17:26:52
TX026927,W008605,U008605,M000388,,1,4,1,237771.92,2026-04-29 10:17:15,WEB,REF-F7792A68B0E3462F,2026-04-29 10:17:15
TX026928,W008705,U008705,M000626,,1,6,1,1958061.21,2026-04-10 12:04:09,MOBILE_APP,REF-A9DD173A30DE4104,2026-04-10 12:04:09
TX026929,W003282,U003282,,U003017,2,1,1,750858.2,2026-02-13 22:59:47,QRIS,REF-3289AA7F95544FFC,2026-02-13 22:59:47
TX026930,W000527,U000527,,,4,1,1,200000.0,2025-10-09 19:24:56,BANK,REF-AF6D2B58CF754D21,2025-10-09 19:24:56
TX026931,W004604,U004604,M000195,,5,1,1,336510.9,2026-08-13 18:02:51,BANK,REF-F29CBDA76D614413,2026-08-13 18:02:51
TX026932,W004762,U004762,,,3,3,1,200000.0,2026-01-09 16:30:52,BANK,REF-9A5A43B46A7F4137,2026-01-09 16:30:52
TX026933,W002298,U002298,M000616,,1,1,1,500000.0,2026-02-21 16:45:20,QRIS,REF-8A2CCD729A0C4F0F,2026-02-21 16:45:20
TX026934,W006324,U006324,M000080,,1,2,1,688006.79,2026-06-07 21:28:54,WEB,REF-8174FCC8C0304FE3,2026-06-07 21:28:54
TX026935,W006043,U006043,M000292,,6,6,1,551380.46,2025-09-26 19:53:33,MOBILE_APP,REF-D61B6F1D1FE34FB4,2025-09-26 19:53:33
TX026936,W008778,U008778,M000590,,1,2,1,227805.79,2026-04-19 07:07:59,QRIS,REF-1EB41FED79174FBA,2026-04-19 07:07:59
TX026937,W004665,U004665,M000492,,1,6,1,898780.21,2026-05-07 20:30:57,MOBILE_APP,REF-BFA20B33531C4713,2026-05-07 20:30:57
TX026938,W006859,U006859,,,3,3,1,50000.0,2025-05-31 15:38:58,BANK,REF-F7E736783135418E,2025-05-31 15:38:58
TX026939,W002922,U002922,M000674,,1,6,1,452023.13,2026-08-19 20:29:34,WEB,REF-DC984F88BB914D8C,2026-08-19 20:29:34
TX026940,W001949,U001949,M000846,,1,1,1,325067.19,2026-01-06 22:01:07,MOBILE_APP,REF-1908B85977234045,2026-01-06 22:01:07
TX026941,W001964,U001964,M000429,,1,2,1,97797.22,2026-06-03 00:04:27,MOBILE_APP,REF-D8B67070D0FA4C76,2026-06-03 00:04:27
TX026942,W000958,U000958,M000643,,6,1,1,65824.23,2026-04-12 12:56:18,BANK,REF-F2BF6194A2FD4D17,2026-04-12 12:56:18
TX026943,W006058,U006058,,U001092,2,1,1,336909.99,2026-04-13 07:20:29,MOBILE_APP,REF-9D83709BD8494A78,2026-04-13 07:20:29
TX026944,W000704,U000704,,,3,3,1,20000.0,2026-02-01 22:48:14,BANK,REF-5E3FAD63B18D4B50,2026-02-01 22:48:14
TX026945,W003842,U003842,,U004848,2,1,1,1060611.21,2026-08-20 19:26:43,MOBILE_APP,REF-F3926FB2EABD4473,2026-08-20 19:26:43
TX026946,W006779,U006779,M000496,,1,1,1,127866.45,2026-07-27 11:45:25,MOBILE_APP,REF-B8D40674EE784B8A,2026-07-27 11:45:25
TX026947,W004527,U004527,M000087,,1,6,2,750000.0,2026-07-22 08:54:12,QRIS,REF-63B2787BDA8245CD,2026-07-22 08:54:12
TX026948,W001214,U001214,,,4,1,1,100000.0,2026-08-17 19:27:21,MOBILE_APP,REF-6CDD74960D5E4B6F,2026-08-17 19:27:21
TX026949,W004413,U004413,,,4,6,1,2000000.0,2025-09-15 10:41:29,ATM,REF-0500CDC284AA4E22,2025-09-15 10:41:29
TX026950,W005033,U005033,M000979,,1,3,1,8430125.49,2026-03-25 09:04:01,QRIS,REF-E2E79CAF597C4CE1,2026-03-25 09:04:01
TX026951,W000063,U000063,,,4,6,1,1000000.0,2025-08-31 16:16:02,BANK,REF-8A7484D06EA04277,2025-08-31 16:16:02
TX026952,W000055,U000055,M000660,,6,1,1,659723.61,2025-08-16 20:07:01,BANK,REF-298C2A05ED6640DC,2025-08-16 20:07:01
TX026953,W001678,U001678,M000433,,1,2,1,1301342.3,2026-03-26 09:34:14,QRIS,REF-2A2C7F25F7E74FD3,2026-03-26 09:34:14
TX026954,W000915,U000915,M000897,,1,3,1,484307.24,2026-08-14 16:23:32,QRIS,REF-6024AEB822E34D1C,2026-08-14 16:23:32
TX026955,W005575,U005575,M000545,,1,3,1,6208182.13,2026-07-25 17:36:39,MOBILE_APP,REF-728B09796A394A83,2026-07-25 17:36:39
TX026956,W004828,U004828,,,4,6,1,2000000.0,2024-07-04 09:19:05,MOBILE_APP,REF-AF886257B0044662,2024-07-04 09:19:05
TX026957,W005951,U005951,,U004605,2,1,1,213356.08,2026-07-24 19:37:59,QRIS,REF-451AF0CE30564A92,2026-07-24 19:37:59
TX026958,W006872,U006872,,,4,6,1,1000000.0,2024-08-15 16:34:15,BANK,REF-DE9CA7DDFEE14E66,2024-08-15 16:34:15
TX026959,W000548,U000548,M000986,,6,3,1,1327709.26,2025-10-29 17:50:57,MOBILE_APP,REF-C2CE10F78E464F24,2025-10-29 17:50:57
TX026960,W003283,U003283,,,3,6,1,200000.0,2026-02-10 21:11:27,BANK,REF-82584CDCD78440EE,2026-02-10 21:11:27
TX026961,W000296,U000296,,,3,3,1,100000.0,2025-06-08 17:06:21,MOBILE_APP,REF-D7ACF5EF91404245,2025-06-08 17:06:21
TX026962,W004822,U004822,M000272,,1,2,1,88559.56,2026-08-21 22:27:17,QRIS,REF-12CDE096BC804F63,2026-08-21 22:27:17
TX026963,W003566,U003566,,,3,6,1,1000000.0,2026-08-09 18:42:37,MOBILE_APP,REF-4B97FD693B044ABD,2026-08-09 18:42:37
TX026964,W002165,U002165,,U001847,2,1,1,270828.93,2026-02-15 14:07:46,BANK,REF-F8B662A091254597,2026-02-15 14:07:46
TX026965,W004538,U004538,M000375,,1,2,1,590341.62,2026-06-15 21:13:01,QRIS,REF-8F63911BC09A495D,2026-06-15 21:13:01
TX026966,W009213,U009213,,,4,6,1,100000.0,2025-04-18 11:25:04,MOBILE_APP,REF-6F5E31AF30CE4915,2025-04-18 11:25:04
TX026967,W009492,U009492,,U007143,2,1,1,590733.27,2025-12-24 13:35:21,WEB,REF-460C6F37E9DF457B,2025-12-24 13:35:21
TX026968,W005750,U005750,M000592,,1,2,1,491454.39,2026-03-10 20:21:52,MOBILE_APP,REF-39A42093D4624FFB,2026-03-10 20:21:52
TX026969,W008634,U008634,M000966,,1,4,1,855635.26,2026-06-06 16:58:22,MOBILE_APP,REF-D856C82C85F54642,2026-06-06 16:58:22
TX026970,W000126,U000126,,U000078,2,1,1,138105.36,2025-05-19 20:19:21,QRIS,REF-476DC8A3E4DB4E8A,2025-05-19 20:19:21
TX026971,W001917,U001917,M000696,,1,3,1,3589855.47,2026-03-14 20:08:13,QRIS,REF-968C098E869E4DA5,2026-03-14 20:08:13
TX026972,W002122,U002122,M000969,,1,1,1,565891.71,2025-06-08 12:27:39,QRIS,REF-BD9BCD79F13647C3,2025-06-08 12:27:39
TX026973,W007446,U007446,M000604,,1,1,1,6405111.77,2025-12-25 14:50:52,QRIS,REF-F26E2DDEDA1543DB,2025-12-25 14:50:52
TX026974,W003894,U003894,M000658,,1,6,1,1817067.86,2026-07-16 23:45:26,MOBILE_APP,REF-282CC36D672945CC,2026-07-16 23:45:26
TX026975,W009197,U009197,M000435,,1,4,1,810057.88,2026-06-21 20:42:04,QRIS,REF-D4B4713E955E46F4,2026-06-21 20:42:04
TX026976,W002346,U002346,,U008341,2,1,1,732613.6,2025-02-24 07:55:01,MOBILE_APP,REF-1407BCB29DCD480A,2025-02-24 07:55:01
TX026977,W006694,U006694,,,3,4,1,100000.0,2025-04-09 08:14:34,MOBILE_APP,REF-BD19D6FE83AA4D43,2025-04-09 08:14:34
TX026978,W000194,U000194,,U002051,2,1,1,1094164.84,2026-03-26 18:46:23,MOBILE_APP,REF-A1CAED83210F48A3,2026-03-26 18:46:23
TX026979,W006430,U006430,,,3,3,1,200000.0,2026-08-09 22:17:41,WEB,REF-4F84EE68DDEB431A,2026-08-09 22:17:41
TX026980,W005921,U005921,M000433,,1,2,1,788860.17,2024-07-01 19:01:06,QRIS,REF-53E673F8DCE44167,2024-07-01 19:01:06
TX026981,W007556,U007556,M000625,,6,6,1,148102.18,2026-05-13 22:10:19,QRIS,REF-69E197F94B36473C,2026-05-13 22:10:19
TX026982,W004103,U004103,,U006928,2,1,1,493850.33,2024-05-29 19:18:31,MOBILE_APP,REF-EAF6E2317C8A4E89,2024-05-29 19:18:31
TX026983,W007437,U007437,M000724,,6,1,1,66950.6,2026-08-16 21:18:20,MOBILE_APP,REF-140BF2247E0F4EA7,2026-08-16 21:18:20
TX026984,W003260,U003260,M000085,,6,6,1,692936.84,2025-11-09 15:34:31,MOBILE_APP,REF-7F424F31CA034B75,2025-11-09 15:34:31
TX026985,W002246,U002246,M000514,,1,1,1,197111.68,2026-06-27 20:04:32,MOBILE_APP,REF-CE834A42826A4CD0,2026-06-27 20:04:32
TX026986,W002806,U002806,,,4,6,1,200000.0,2026-08-13 17:45:27,ATM,REF-72CBB92C65194C59,2026-08-13 17:45:27
TX026987,W003749,U003749,,U006872,2,1,1,487142.42,2024-03-03 15:56:03,QRIS,REF-C0521CEE8B6C496F,2024-03-03 15:56:03
TX026988,W003458,U003458,M000128,,1,6,1,4666981.65,2026-02-06 14:43:43,QRIS,REF-AAE8C8C5B0BF4CEE,2026-02-06 14:43:43
TX026989,W003734,U003734,,,3,5,1,50000.0,2025-10-30 10:09:22,BANK,REF-89C67604B2BC49B4,2025-10-30 10:09:22
TX026990,W003236,U003236,,U002846,2,1,1,118696.13,2026-03-25 11:30:23,QRIS,REF-8738650E76004D68,2026-03-25 11:30:23
TX026991,W001505,U001505,M000182,,6,1,1,1051979.43,2025-11-27 08:05:00,MOBILE_APP,REF-D85C921427024887,2025-11-27 08:05:00
TX026992,W001105,U001105,M000017,,1,2,1,798093.92,2025-08-11 20:01:52,QRIS,REF-4122F08D94824ACB,2025-08-11 20:01:52
TX026993,W002116,U002116,,U000890,2,1,1,294005.23,2026-06-21 10:22:15,QRIS,REF-4E8BC5F0016E4566,2026-06-21 10:22:15
TX026994,W007969,U007969,,U007685,2,1,1,97461.4,2026-06-19 22:32:01,WEB,REF-32437DB51D414BBF,2026-06-19 22:32:01
TX026995,W003496,U003496,M000099,,1,4,1,1000000.0,2025-11-21 13:58:59,QRIS,REF-7274DAAB663246FA,2025-11-21 13:58:59
TX026996,W000922,U000922,M000125,,1,5,1,179169.63,2026-06-27 17:00:12,QRIS,REF-18EEB63B636D4DA4,2026-06-27 17:00:12
TX026997,W007495,U007495,M000588,,1,6,1,6032221.52,2026-05-21 12:49:12,QRIS,REF-C7D39BEDFFDF4B37,2026-05-21 12:49:12
TX026998,W007484,U007484,,U001247,2,1,1,2931063.53,2026-06-04 18:57:52,WEB,REF-625097FB385941A5,2026-06-04 18:57:52
TX026999,W002166,U002166,,U000456,2,1,1,264694.0,2025-08-21 10:00:48,BANK,REF-ABE05057BB8D40ED,2025-08-21 10:00:48
TX027000,W009685,U009685,M000134,,1,6,1,3000000.0,2026-03-19 04:30:37,MOBILE_APP,REF-C90B37408E7C4910,2026-03-19 04:30:37
TX027001,W002367,U002367,,U005997,2,1,1,85995.64,2026-02-26 22:14:45,BANK,REF-5AB07B489480468A,2026-02-26 22:14:45
TX027002,W007039,U007039,M000345,,6,1,1,1799843.92,2026-08-02 13:52:07,BANK,REF-9522E7657F8747D8,2026-08-02 13:52:07
TX027003,W000511,U000511,M000195,,1,1,1,1000000.0,2026-08-13 17:50:34,QRIS,REF-3014F198B74548B7,2026-08-13 17:50:34
TX027004,W000074,U000074,M000579,,1,1,1,188466.86,2026-01-29 08:55:20,MOBILE_APP,REF-3A9EB5251D824C70,2026-01-29 08:55:20
TX027005,W005726,U005726,,U008262,2,1,1,143922.06,2025-03-24 10:24:07,MOBILE_APP,REF-30F27DE023174A06,2025-03-24 10:24:07
TX027006,W003509,U003509,M000173,,1,2,1,171249.28,2025-09-28 19:03:51,MOBILE_APP,REF-EC1D8C49B6A944F2,2025-09-28 19:03:51
TX027007,W004323,U004323,,U003109,2,1,2,58889.01,2024-12-13 23:01:42,ATM,REF-47219753ADDC4DD8,2024-12-13 23:01:42
TX027008,W002065,U002065,,,4,6,1,500000.0,2024-09-19 11:00:54,BANK,REF-0EF7FB062D204809,2024-09-19 11:00:54
TX027009,W002119,U002119,M000195,,6,1,1,1945043.59,2026-07-31 14:08:58,MOBILE_APP,REF-A005DF26B53247A3,2026-07-31 14:08:58
TX027010,W004562,U004562,,,3,4,1,20000.0,2025-08-27 14:32:25,MOBILE_APP,REF-E2605F2E46F44162,2025-08-27 14:32:25
TX027011,W008021,U008021,,,3,3,1,5000000.0,2025-12-25 17:25:18,MOBILE_APP,REF-F2F4620181F845B0,2025-12-25 17:25:18
TX027012,W005619,U005619,,U008224,2,1,1,243121.54,2026-06-14 17:18:09,WEB,REF-A21AE2E82C1F4BE1,2026-06-14 17:18:09
